episode,dqn_reward,ppo_reward,base_reward
263,58.89999999999993,58.89999999999993,-5.0
264,67.29999999999997,67.29999999999997,-5.0
265,80.0,80.0,-5.0
266,68.79999999999998,68.79999999999998,-5.0
267,59.99999999999995,59.99999999999995,-5.0
268,63.09999999999995,63.09999999999995,-5.0
269,69.99999999999996,69.99999999999996,-5.0
270,75.9,75.9,-5.0
271,54.89999999999993,54.89999999999993,-5.0
272,71.5,71.5,-5.0
273,71.89999999999998,71.89999999999998,-5.0
274,61.199999999999925,61.199999999999925,-5.0
275,66.19999999999995,66.19999999999995,-5.0
276,71.89999999999996,71.89999999999996,-5.0
277,49.39999999999994,49.39999999999994,-5.0
278,55.99999999999997,55.99999999999997,-5.0
279,72.19999999999997,72.19999999999997,-5.0
280,43.29999999999997,43.29999999999997,-5.0
281,54.799999999999976,54.799999999999976,-5.0
282,61.09999999999993,61.09999999999993,-5.0
283,55.39999999999991,55.39999999999991,-5.0
284,64.89999999999996,64.89999999999996,-5.0
285,59.19999999999996,59.19999999999996,-5.0
286,76.29999999999997,76.29999999999997,-5.0
287,38.1,38.1,-5.0
288,55.59999999999992,55.59999999999992,-5.0
289,63.99999999999995,63.99999999999995,-5.0
290,62.69999999999994,62.69999999999994,-5.0
291,62.79999999999996,62.79999999999996,-5.0
292,58.29999999999991,58.29999999999991,-5.0
293,46.89999999999997,46.89999999999997,-5.0
294,67.69999999999996,67.69999999999996,-5.0
295,54.19999999999996,54.19999999999996,-5.0
296,67.6,67.6,-5.0
297,56.19999999999997,56.19999999999997,-5.0
298,60.099999999999945,60.099999999999945,-5.0
299,56.299999999999955,56.299999999999955,-5.0
300,53.29999999999993,53.29999999999993,-5.0
301,72.79999999999998,72.79999999999998,-5.0
302,73.69999999999997,73.69999999999997,-5.0
303,61.99999999999996,61.99999999999996,-5.0
304,60.79999999999993,60.79999999999993,-5.0
305,60.09999999999996,60.09999999999996,-5.0
306,58.599999999999966,58.599999999999966,-5.0
307,61.399999999999935,61.399999999999935,-5.0
308,63.499999999999986,63.499999999999986,-5.0
309,57.59999999999994,57.59999999999994,-5.0
310,69.09999999999997,69.09999999999997,-5.0
311,46.79999999999997,46.79999999999997,-5.0
312,65.29999999999997,65.29999999999997,-5.0
313,68.19999999999999,68.19999999999999,-5.0
314,50.599999999999966,50.599999999999966,-5.0
315,48.399999999999935,48.399999999999935,-5.0
316,74.19999999999995,74.19999999999995,-5.0
317,70.49999999999994,70.49999999999994,-5.0
318,63.89999999999995,63.89999999999995,-5.0
319,59.09999999999991,59.09999999999991,-5.0
320,59.19999999999992,59.19999999999992,-5.0
321,59.29999999999994,59.29999999999994,-5.0
322,56.19999999999995,56.19999999999995,-5.0
323,72.99999999999997,72.99999999999997,-5.0
324,59.09999999999994,59.09999999999994,-5.0
325,68.69999999999997,68.69999999999997,-5.0
326,62.599999999999945,62.599999999999945,-5.0
327,72.09999999999998,72.09999999999998,-5.0
328,63.79999999999992,63.79999999999992,-5.0
329,48.59999999999994,48.59999999999994,-5.0
330,65.19999999999993,65.19999999999993,-5.0
331,63.89999999999993,63.89999999999993,-5.0
332,53.099999999999945,53.099999999999945,-5.0
333,70.59999999999995,70.59999999999995,-5.0
334,68.39999999999996,68.39999999999996,-5.0
335,69.59999999999995,69.59999999999995,-5.0
336,41.999999999999936,41.999999999999936,-5.0
337,60.399999999999956,60.399999999999956,-5.0
338,50.29999999999994,50.29999999999994,-5.0
339,57.19999999999997,57.19999999999997,-5.0
340,43.59999999999999,43.59999999999999,-5.0
341,66.39999999999996,66.39999999999996,-5.0
342,49.49999999999998,49.49999999999998,-5.0
343,61.79999999999995,61.79999999999995,-5.0
344,54.999999999999964,54.999999999999964,-5.0
345,54.79999999999995,54.79999999999995,-5.0
346,74.69999999999997,74.69999999999997,-5.0
347,50.99999999999997,50.99999999999997,-5.0
348,57.59999999999992,57.59999999999992,-5.0
349,60.29999999999997,60.29999999999997,-5.0
350,54.09999999999995,54.09999999999995,-5.0
351,55.49999999999994,55.49999999999994,-5.0
352,72.69999999999997,72.69999999999997,-5.0
353,55.29999999999996,55.29999999999996,-5.0
354,52.79999999999995,52.79999999999995,-5.0
355,40.299999999999976,40.299999999999976,-5.0
356,72.09999999999997,72.09999999999997,-5.0
357,70.99999999999997,70.99999999999997,-5.0
358,63.199999999999946,63.199999999999946,-5.0
359,68.19999999999996,68.19999999999996,-5.0
360,50.39999999999995,50.39999999999995,-5.0
361,74.6,74.6,-5.0
362,60.39999999999996,60.39999999999996,-5.0
363,57.59999999999995,57.59999999999995,-5.0
364,73.99999999999999,73.99999999999999,-5.0
365,59.89999999999993,59.89999999999993,-5.0
366,60.69999999999996,60.69999999999996,-5.0
367,66.09999999999998,66.09999999999998,-5.0
368,58.49999999999997,58.49999999999997,-5.0
369,68.29999999999997,68.29999999999997,-5.0
370,52.099999999999945,52.099999999999945,-5.0
371,57.899999999999935,57.899999999999935,-5.0
372,59.89999999999995,59.89999999999995,-5.0
373,59.09999999999997,59.09999999999997,-5.0
374,46.69999999999995,46.69999999999995,-5.0
375,49.399999999999935,49.399999999999935,-5.0
376,46.799999999999926,46.799999999999926,-5.0
377,60.099999999999945,60.099999999999945,-5.0
378,54.09999999999992,54.09999999999992,-5.0
379,46.799999999999955,46.799999999999955,-5.0
380,40.299999999999976,40.299999999999976,-5.0
381,50.79999999999993,50.79999999999993,-5.0
382,62.699999999999946,62.699999999999946,-5.0
383,60.299999999999976,60.299999999999976,-5.0
384,63.59999999999995,63.59999999999995,-5.0
385,65.69999999999996,65.69999999999996,-5.0
386,62.299999999999926,62.299999999999926,-5.0
387,73.00000000000001,73.00000000000001,-5.0
388,44.49999999999994,44.49999999999994,-5.0
389,76.59999999999998,76.59999999999998,-5.0
390,65.79999999999995,65.79999999999995,-5.0
391,52.59999999999995,52.59999999999995,-5.0
392,63.09999999999996,63.09999999999996,-5.0
393,70.39999999999998,70.39999999999998,-5.0
394,50.499999999999964,50.499999999999964,-5.0
395,65.19999999999996,65.19999999999996,-5.0
396,69.29999999999998,69.29999999999998,-5.0
397,67.79999999999994,67.79999999999994,-5.0
398,50.29999999999996,50.29999999999996,-5.0
399,57.19999999999996,57.19999999999996,-5.0
400,77.49999999999999,77.49999999999999,-5.0
401,58.39999999999996,58.39999999999996,-5.0
402,57.199999999999946,57.199999999999946,-5.0
403,68.79999999999993,68.79999999999993,-5.0
404,73.99999999999997,73.99999999999997,-5.0
405,58.799999999999955,58.799999999999955,-5.0
406,61.49999999999996,61.49999999999996,-5.0
407,46.799999999999976,46.799999999999976,-5.0
408,47.69999999999996,47.69999999999996,-5.0
409,58.399999999999935,58.399999999999935,-5.0
410,60.799999999999955,60.799999999999955,-5.0
411,59.19999999999996,59.19999999999996,-5.0
412,69.49999999999997,69.49999999999997,-5.0
413,50.29999999999994,50.29999999999994,-5.0
414,76.5,76.5,-5.0
415,55.99999999999995,55.99999999999995,-5.0
416,43.499999999999986,43.499999999999986,-5.0
417,65.69999999999996,65.69999999999996,-5.0
418,71.6,71.6,-5.0
419,50.99999999999995,50.99999999999995,-5.0
420,59.799999999999955,59.799999999999955,-5.0
421,61.899999999999956,61.899999999999956,-5.0
422,53.39999999999998,53.39999999999998,-5.0
423,47.19999999999996,47.19999999999996,-5.0
424,56.29999999999997,56.29999999999997,-5.0
425,75.4,75.4,-5.0
426,59.599999999999916,59.599999999999916,-5.0
427,52.99999999999994,52.99999999999994,-5.0
428,51.199999999999946,51.199999999999946,-5.0
429,64.09999999999994,64.09999999999994,-5.0
430,70.19999999999999,70.19999999999999,-5.0
431,65.19999999999995,65.19999999999995,-5.0
432,52.19999999999994,52.19999999999994,-5.0
433,62.69999999999997,62.69999999999997,-5.0
434,50.19999999999997,50.19999999999997,-5.0
435,72.19999999999995,72.19999999999995,-5.0
436,63.69999999999997,63.69999999999997,-5.0
437,81.4,81.4,-5.0
438,57.89999999999996,57.89999999999996,-5.0
439,56.59999999999998,56.59999999999998,-5.0
440,53.39999999999996,53.39999999999996,-5.0
441,57.899999999999956,57.899999999999956,-5.0
442,68.79999999999993,68.79999999999993,-5.0
443,74.99999999999999,74.99999999999999,-5.0
444,62.09999999999994,62.09999999999994,-5.0
445,70.39999999999996,70.39999999999996,-5.0
446,51.89999999999993,51.89999999999993,-5.0
447,67.49999999999996,67.49999999999996,-5.0
448,63.89999999999996,63.89999999999996,-5.0
449,51.39999999999994,51.39999999999994,-5.0
450,62.499999999999936,62.499999999999936,-5.0
451,47.399999999999935,47.399999999999935,-5.0
452,69.89999999999995,69.89999999999995,-5.0
453,58.1999999999999,58.1999999999999,-5.0
454,68.89999999999996,68.89999999999996,-5.0
455,62.19999999999994,62.19999999999994,-5.0
456,85.09999999999998,85.09999999999998,-5.0
457,51.299999999999955,51.299999999999955,-5.0
458,52.09999999999996,52.09999999999996,-5.0
459,60.29999999999993,60.29999999999993,-5.0
460,70.29999999999997,70.29999999999997,-5.0
461,58.69999999999995,58.69999999999995,-5.0
462,76.29999999999997,76.29999999999997,-5.0
463,61.59999999999995,61.59999999999995,-5.0
464,66.59999999999997,66.59999999999997,-5.0
465,77.2,77.2,-5.0
466,57.39999999999998,57.39999999999998,-5.0
467,71.39999999999998,71.39999999999998,-5.0
468,71.5,71.5,-5.0
469,53.899999999999956,53.899999999999956,-5.0
470,52.999999999999986,52.999999999999986,-5.0
471,59.89999999999995,59.89999999999995,-5.0
472,72.09999999999998,72.09999999999998,-5.0
473,76.6,76.6,-5.0
474,55.59999999999994,55.59999999999994,-5.0
475,53.39999999999998,53.39999999999998,-5.0
476,54.69999999999991,54.69999999999991,-5.0
477,42.59999999999995,42.59999999999995,-5.0
478,64.39999999999995,64.39999999999995,-5.0
479,56.699999999999925,56.699999999999925,-5.0
480,57.59999999999998,57.59999999999998,-5.0
481,72.09999999999998,72.09999999999998,-5.0
482,71.79999999999995,71.79999999999995,-5.0
483,49.39999999999995,49.39999999999995,-5.0
484,45.69999999999998,45.69999999999998,-5.0
485,52.79999999999998,52.79999999999998,-5.0
486,65.89999999999996,65.89999999999996,-5.0
487,70.19999999999997,70.19999999999997,-5.0
488,53.39999999999998,53.39999999999998,-5.0
489,57.799999999999955,57.799999999999955,-5.0
490,58.39999999999993,58.39999999999993,-5.0
491,46.59999999999995,46.59999999999995,-5.0
492,48.999999999999964,48.999999999999964,-5.0
493,74.79999999999997,74.79999999999997,-5.0
494,74.19999999999999,74.19999999999999,-5.0
495,52.69999999999995,52.69999999999995,-5.0
496,40.699999999999996,40.699999999999996,-5.0
497,56.899999999999956,56.899999999999956,-5.0
498,58.29999999999997,58.29999999999997,-5.0
499,46.79999999999995,46.79999999999995,-5.0
500,64.69999999999997,64.69999999999997,-5.0
